customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST00316,11/16/2024,Tier 1,25-34,Google Search,Silver,Skin Care,Dry,Yes
CUST00317,3/15/2025,Tier 3,25-34,Google Search,None,Skin Care,Sensitive,No
CUST00318,1/19/2024,Tier 2,35-44,Google Search,Silver,Hair Care,Dry,Yes
CUST00319,2/16/2024,Tier 1,25-34,Marketplace,Silver,Hair Care,NA,No
CUST00320,7/11/2024,Tier 3,18-24,Organic,None,Skin Care,Dry,Yes
CUST00321,2/8/2024,Tier 2,25-34,Organic,Silver,Baby Care,Oily,Yes
CUST00322,3/2/2025,Tier 1,25-34,Google Search,Silver,Skin Care,NA,Yes
CUST00323,10/3/2024,Tier 2,25-34,Google Search,Gold,Hair Care,Normal,Yes
CUST00324,7/23/2024,Tier 3,35-44,Influencer,None,Hair Care,Dry,Yes
CUST00325,12/4/2024,Tier 1,25-34,Instagram,None,Baby Care,Combination,Yes
CUST00326,4/13/2024,Tier 2,45+,Referral,Platinum,Skin Care,Oily,Yes
CUST00327,11/16/2024,Tier 1,25-34,Organic,Gold,Skin Care,Dry,Yes
CUST00328,10/1/2024,Tier 1,35-44,Organic,None,Hair Care,Combination,Yes
CUST00329,6/19/2024,Tier 2,18-24,Instagram,Gold,Skin Care,Combination,No
CUST00330,1/23/2025,Tier 2,35-44,Organic,Gold,Makeup,Dry,Yes
CUST00331,3/5/2024,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,No
CUST00332,6/15/2025,Tier 2,25-34,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00333,2/25/2024,Tier 3,18-24,Referral,None,Hair Care,Dry,Yes
CUST00334,2/21/2024,Tier 2,25-34,Google Search,Silver,Skin Care,Combination,No
CUST00335,5/1/2024,Tier 2,45+,Instagram,None,Skin Care,Normal,Yes
CUST00336,11/7/2024,Tier 2,35-44,Marketplace,None,Hair Care,Oily,No
CUST00337,9/6/2025,Tier 2,25-34,Marketplace,None,Makeup,Dry,Yes
CUST00338,7/14/2025,Tier 2,25-34,Instagram,None,Skin Care,NA,No
CUST00339,5/3/2024,Tier 1,45+,Referral,Silver,Makeup,Oily,No
CUST00340,5/6/2024,Tier 2,35-44,Marketplace,Gold,Skin Care,Combination,Yes
CUST00341,8/22/2025,Tier 2,25-34,Influencer,None,Baby Care,NA,No
CUST00342,11/25/2024,Tier 1,25-34,Influencer,Gold,Makeup,Sensitive,Yes
CUST00343,5/21/2024,Tier 2,25-34,Marketplace,None,Makeup,Sensitive,Yes
CUST00344,10/24/2024,Tier 3,35-44,Instagram,Silver,Wellness,Dry,Yes
CUST00345,12/26/2024,Tier 2,25-34,Influencer,Silver,Makeup,Normal,Yes
CUST00346,1/26/2024,Tier 1,25-34,Instagram,None,Makeup,Sensitive,Yes
CUST00347,7/27/2024,Tier 1,35-44,Organic,None,Fragrance,NA,Yes
CUST00348,6/7/2025,Tier 3,35-44,Google Search,Silver,Wellness,Combination,Yes
CUST00349,2/25/2024,Tier 1,18-24,Marketplace,Silver,Fragrance,Dry,No
CUST00350,7/13/2025,Tier 1,35-44,Marketplace,None,Hair Care,NA,Yes
CUST00351,2/11/2024,Tier 2,25-34,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00352,9/3/2025,Tier 3,18-24,Marketplace,Silver,Hair Care,Normal,Yes
CUST00353,7/7/2024,Tier 3,25-34,Instagram,None,Hair Care,Sensitive,Yes
CUST00354,8/11/2024,Tier 2,45+,Referral,None,Makeup,NA,Yes
CUST00355,9/6/2024,Tier 2,45+,Google Search,Gold,Wellness,Combination,Yes
CUST00356,1/18/2025,Tier 2,25-34,Referral,None,Baby Care,Sensitive,Yes
CUST00357,7/4/2025,Tier 2,25-34,Instagram,Silver,Skin Care,NA,Yes
CUST00358,3/21/2025,Tier 3,25-34,Marketplace,None,Hair Care,Sensitive,Yes
CUST00359,3/13/2024,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST00360,3/5/2024,Tier 2,35-44,Marketplace,None,Wellness,Oily,Yes
CUST00361,3/24/2025,Tier 3,25-34,Instagram,None,Skin Care,NA,Yes
CUST00362,5/27/2024,Tier 3,25-34,Influencer,Gold,Baby Care,Oily,Yes
CUST00363,9/2/2025,Tier 2,25-34,Instagram,None,Makeup,NA,Yes
CUST00364,6/13/2024,Tier 2,18-24,Google Search,None,Makeup,Normal,No
CUST00365,4/17/2025,Tier 1,25-34,Marketplace,None,Skin Care,Normal,Yes
CUST00366,4/12/2024,Tier 1,25-34,Instagram,None,Hair Care,NA,Yes
CUST00367,11/19/2024,Tier 1,45+,Google Search,Silver,Makeup,NA,Yes
CUST00368,5/6/2025,Tier 1,25-34,Google Search,None,Skin Care,Normal,Yes
CUST00369,7/20/2024,Tier 3,25-34,Instagram,None,Skin Care,Normal,Yes
CUST00370,8/5/2024,Tier 2,45+,Referral,Platinum,Hair Care,Dry,Yes
CUST00371,10/24/2024,Tier 2,18-24,Instagram,None,Skin Care,Dry,No
CUST00372,6/10/2025,Tier 1,18-24,Referral,None,Fragrance,Dry,No
CUST00373,5/14/2025,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,Yes
CUST00374,11/27/2024,Tier 3,18-24,Marketplace,None,Makeup,Normal,Yes
CUST00375,3/20/2024,Tier 1,25-34,Influencer,None,Hair Care,Sensitive,Yes
CUST00376,5/22/2024,Tier 1,25-34,Referral,None,Skin Care,Dry,Yes
CUST00377,12/4/2024,Tier 2,35-44,Referral,None,Skin Care,Combination,Yes
CUST00378,6/8/2025,Tier 2,18-24,Instagram,None,Skin Care,Combination,Yes
CUST00379,10/17/2024,Tier 1,45+,Marketplace,None,Hair Care,Dry,No
CUST00380,7/5/2024,Tier 2,25-34,Instagram,Silver,Wellness,Normal,Yes
CUST00381,7/26/2024,Tier 3,25-34,Marketplace,Gold,Baby Care,Dry,Yes
CUST00382,5/30/2025,Tier 1,35-44,Marketplace,Gold,Baby Care,Oily,No
CUST00383,1/14/2025,Tier 2,35-44,Referral,Gold,Hair Care,Combination,Yes
CUST00384,8/12/2025,Tier 1,18-24,Referral,None,Fragrance,Sensitive,Yes
CUST00385,1/8/2024,Tier 1,25-34,Instagram,Silver,Makeup,Sensitive,Yes
CUST00386,9/24/2024,Tier 2,35-44,Google Search,None,Makeup,Dry,Yes
CUST00387,7/22/2025,Tier 3,25-34,Referral,Silver,Hair Care,Dry,No
CUST00388,6/14/2024,Tier 2,18-24,Organic,Silver,Baby Care,NA,Yes
CUST00389,4/3/2024,Tier 2,35-44,Marketplace,None,Skin Care,Sensitive,Yes
CUST00390,6/17/2025,Tier 3,25-34,Instagram,Silver,Skin Care,Combination,Yes
CUST00391,10/19/2024,Tier 3,18-24,Referral,Silver,Baby Care,NA,Yes
CUST00392,10/9/2024,Tier 1,35-44,Google Search,Silver,Hair Care,NA,Yes
CUST00393,7/26/2025,Tier 1,45+,Influencer,None,Baby Care,Dry,Yes
CUST00394,6/2/2025,Tier 1,18-24,Google Search,Gold,Fragrance,Sensitive,No
CUST00395,1/21/2025,Tier 2,25-34,Marketplace,Platinum,Hair Care,Combination,No
CUST00396,1/26/2025,Tier 3,25-34,Marketplace,None,Hair Care,Sensitive,Yes
CUST00397,4/5/2024,Tier 2,25-34,Google Search,None,Skin Care,Sensitive,Yes
CUST00398,7/13/2024,Tier 1,25-34,Marketplace,Gold,Skin Care,Dry,No
CUST00399,5/2/2024,Tier 2,45+,Marketplace,Silver,Makeup,Normal,No
CUST00400,8/11/2025,Tier 2,35-44,Influencer,Gold,Skin Care,Dry,No
CUST00401,7/7/2025,Tier 1,18-24,Organic,Silver,Hair Care,Oily,Yes
CUST00402,8/3/2024,Tier 1,25-34,Google Search,Gold,Skin Care,Sensitive,Yes
CUST00403,5/25/2025,Tier 1,25-34,Marketplace,None,Hair Care,Combination,Yes
CUST00404,4/12/2024,Tier 3,35-44,Referral,Gold,Skin Care,NA,Yes
CUST00405,6/13/2025,Tier 1,25-34,Referral,None,Fragrance,Oily,Yes
CUST00406,5/2/2025,Tier 1,35-44,Marketplace,None,Hair Care,Normal,No
CUST00407,9/12/2025,Tier 2,18-24,Marketplace,None,Makeup,Sensitive,Yes
CUST00408,3/21/2024,Tier 1,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST00409,3/22/2024,Tier 1,18-24,Google Search,None,Skin Care,NA,Yes
CUST00410,8/24/2025,Tier 2,25-34,Instagram,Gold,Skin Care,Dry,Yes
CUST00411,6/19/2024,Tier 1,25-34,Influencer,None,Skin Care,Combination,Yes
CUST00412,3/27/2024,Tier 3,25-34,Google Search,None,Skin Care,NA,Yes
CUST00413,12/31/2024,Tier 1,35-44,Referral,Platinum,Baby Care,Sensitive,Yes
CUST00414,8/28/2025,Tier 2,25-34,Marketplace,None,Baby Care,NA,Yes
CUST00415,4/1/2024,Tier 1,25-34,Google Search,None,Skin Care,Dry,Yes
CUST00416,5/3/2025,Tier 2,25-34,Organic,Silver,Makeup,Normal,Yes
CUST00417,6/16/2024,Tier 2,35-44,Organic,None,Skin Care,NA,Yes
CUST00418,10/5/2024,Tier 2,25-34,Organic,None,Fragrance,Dry,Yes
CUST00419,5/18/2025,Tier 1,18-24,Instagram,None,Skin Care,Oily,Yes
CUST00420,4/2/2024,Tier 2,18-24,Google Search,None,Makeup,Sensitive,Yes
CUST00421,5/29/2024,Tier 2,18-24,Instagram,None,Skin Care,Sensitive,No
CUST00422,9/11/2024,Tier 3,25-34,Google Search,Platinum,Skin Care,NA,No
CUST00423,11/15/2024,Tier 1,45+,Marketplace,Silver,Baby Care,Oily,Yes
CUST00424,8/11/2024,Tier 1,45+,Referral,None,Makeup,Normal,Yes
CUST00425,5/1/2025,Tier 1,35-44,Organic,None,Hair Care,NA,Yes
CUST00426,3/2/2024,Tier 1,25-34,Referral,None,Hair Care,Sensitive,No
CUST00427,3/25/2025,Tier 1,35-44,Google Search,Silver,Skin Care,Oily,Yes
CUST00428,7/13/2024,Tier 2,25-34,Google Search,None,Fragrance,Normal,No
CUST00429,10/29/2024,Tier 2,35-44,Referral,Silver,Hair Care,NA,Yes
CUST00430,9/1/2024,Tier 1,25-34,Influencer,Silver,Skin Care,NA,Yes
CUST00431,11/25/2024,Tier 2,18-24,Instagram,Gold,Skin Care,Oily,Yes
CUST00432,2/1/2025,Tier 2,25-34,Marketplace,None,Hair Care,Normal,Yes
CUST00433,3/22/2024,Tier 2,25-34,Google Search,Silver,Fragrance,Sensitive,No
CUST00434,3/13/2024,Tier 1,35-44,Instagram,None,Skin Care,Dry,Yes
CUST00435,7/2/2024,Tier 2,25-34,Marketplace,Silver,Baby Care,NA,Yes
CUST00436,7/3/2024,Tier 2,25-34,Marketplace,None,Baby Care,Sensitive,No
CUST00437,2/26/2025,Tier 2,35-44,Marketplace,Silver,Baby Care,Dry,Yes
CUST00438,4/8/2025,Tier 1,25-34,Marketplace,Platinum,Baby Care,Normal,Yes
CUST00439,8/7/2024,Tier 1,35-44,Organic,Silver,Skin Care,Normal,Yes
CUST00440,4/16/2025,Tier 1,25-34,Google Search,Silver,Skin Care,Sensitive,Yes
CUST00441,11/28/2024,Tier 1,35-44,Organic,Silver,Baby Care,Oily,Yes
CUST00442,3/21/2024,Tier 3,35-44,Google Search,Gold,Hair Care,Oily,No
CUST00443,1/12/2024,Tier 2,25-34,Instagram,None,Hair Care,Normal,Yes
CUST00444,2/6/2025,Tier 2,45+,Referral,None,Hair Care,Combination,Yes
CUST00445,7/15/2025,Tier 1,25-34,Referral,Silver,Skin Care,Dry,Yes
CUST00446,7/28/2025,Tier 2,25-34,Google Search,None,Makeup,Sensitive,Yes
CUST00447,1/9/2025,Tier 1,25-34,Marketplace,None,Hair Care,Sensitive,Yes
CUST00448,2/15/2024,Tier 1,45+,Marketplace,None,Makeup,Oily,Yes
CUST00449,10/21/2024,Tier 2,18-24,Instagram,None,Skin Care,Dry,No
CUST00450,7/15/2025,Tier 2,25-34,Instagram,Silver,Skin Care,Normal,No
CUST00451,7/24/2024,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,Yes
CUST00452,4/20/2024,Tier 3,18-24,Marketplace,None,Hair Care,NA,Yes
CUST00453,7/9/2024,Tier 3,18-24,Referral,Silver,Skin Care,Normal,Yes
CUST00454,12/26/2024,Tier 1,25-34,Influencer,Platinum,Skin Care,Oily,Yes
CUST00455,1/31/2024,Tier 3,45+,Instagram,None,Hair Care,Dry,Yes
CUST00456,8/20/2024,Tier 2,25-34,Referral,None,Baby Care,Combination,Yes
CUST00457,7/26/2024,Tier 1,35-44,Marketplace,None,Skin Care,Dry,Yes
CUST00458,6/29/2025,Tier 1,45+,Google Search,Gold,Makeup,Sensitive,No
CUST00459,10/7/2024,Tier 1,18-24,Instagram,None,Wellness,Normal,Yes
CUST00460,1/27/2024,Tier 2,25-34,Referral,None,Baby Care,NA,Yes
CUST00461,6/16/2024,Tier 1,18-24,Organic,None,Skin Care,Combination,Yes
CUST00462,6/30/2024,Tier 3,45+,Organic,None,Hair Care,Combination,No
CUST00463,1/24/2025,Tier 1,35-44,Influencer,None,Baby Care,NA,No
CUST00464,2/13/2024,Tier 1,35-44,Referral,Platinum,Skin Care,Combination,Yes
CUST00465,2/11/2025,Tier 2,35-44,Google Search,None,Skin Care,Oily,Yes
CUST00466,4/2/2024,Tier 1,35-44,Organic,Gold,Makeup,Dry,Yes
CUST00467,7/25/2024,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes
CUST00468,1/6/2025,Tier 2,18-24,Marketplace,Platinum,Baby Care,Dry,Yes
CUST00469,8/2/2025,Tier 3,35-44,Instagram,None,Makeup,Oily,Yes
CUST00470,7/4/2024,Tier 1,18-24,Instagram,Silver,Skin Care,Combination,Yes
CUST00471,5/20/2025,Tier 2,25-34,Referral,None,Skin Care,Normal,Yes
CUST00472,7/31/2024,Tier 1,18-24,Marketplace,None,Fragrance,NA,Yes
CUST00473,4/21/2024,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,Yes
CUST00474,1/3/2025,Tier 1,45+,Google Search,None,Hair Care,Oily,No
CUST00475,5/4/2024,Tier 1,35-44,Referral,None,Makeup,Normal,Yes
CUST00476,3/30/2024,Tier 2,25-34,Influencer,Platinum,Skin Care,Normal,No
CUST00477,5/12/2024,Tier 2,25-34,Marketplace,None,Fragrance,Normal,Yes
CUST00478,4/21/2025,Tier 1,25-34,Organic,Silver,Wellness,Combination,Yes
CUST00479,7/25/2024,Tier 1,35-44,Instagram,None,Baby Care,Oily,Yes
CUST00480,1/30/2024,Tier 1,35-44,Organic,Gold,Hair Care,Combination,No
CUST00481,7/3/2025,Tier 2,35-44,Organic,Gold,Skin Care,Normal,Yes
CUST00482,8/1/2024,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes
CUST00483,6/18/2024,Tier 1,25-34,Marketplace,Gold,Makeup,NA,No
CUST00484,8/31/2024,Tier 3,25-34,Google Search,None,Skin Care,Sensitive,No
CUST00485,1/26/2024,Tier 3,35-44,Instagram,None,Hair Care,Normal,Yes
CUST00486,6/12/2025,Tier 1,35-44,Marketplace,None,Makeup,Normal,Yes
CUST00487,3/30/2024,Tier 3,25-34,Instagram,Silver,Makeup,Oily,Yes
CUST00488,7/16/2024,Tier 2,25-34,Organic,Silver,Skin Care,Dry,Yes
CUST00489,7/30/2024,Tier 2,25-34,Google Search,Gold,Fragrance,Normal,Yes
CUST00490,3/30/2025,Tier 1,18-24,Influencer,None,Hair Care,Oily,Yes
CUST00491,4/1/2025,Tier 1,25-34,Organic,Silver,Makeup,Normal,Yes
CUST00492,4/5/2024,Tier 3,35-44,Referral,None,Makeup,NA,No
CUST00493,9/21/2024,Tier 1,45+,Marketplace,Silver,Makeup,Sensitive,Yes
CUST00494,4/17/2025,Tier 1,35-44,Google Search,None,Hair Care,Combination,No
CUST00495,11/5/2024,Tier 1,25-34,Google Search,Silver,Baby Care,Combination,Yes
CUST00496,3/21/2025,Tier 1,25-34,Marketplace,None,Makeup,NA,No
CUST00497,4/19/2025,Tier 1,25-34,Referral,None,Hair Care,Normal,Yes
CUST00498,5/21/2025,Tier 1,25-34,Instagram,None,Baby Care,NA,No
CUST00499,10/25/2024,Tier 2,25-34,Instagram,Silver,Hair Care,Normal,No
CUST00500,12/18/2024,Tier 2,45+,Marketplace,None,Fragrance,Sensitive,Yes
CUST00501,7/27/2025,Tier 1,35-44,Organic,Gold,Skin Care,NA,Yes
CUST00502,3/21/2025,Tier 2,25-34,Referral,None,Hair Care,Sensitive,No
CUST00503,5/17/2024,Tier 2,18-24,Instagram,Gold,Baby Care,Dry,Yes
CUST00504,9/10/2025,Tier 2,45+,Referral,None,Fragrance,Combination,Yes
CUST00505,8/30/2024,Tier 1,35-44,Influencer,None,Skin Care,Oily,Yes
CUST00506,3/22/2024,Tier 2,18-24,Influencer,Platinum,Makeup,Combination,Yes
CUST00507,3/20/2024,Tier 2,35-44,Referral,Silver,Wellness,Normal,No
CUST00508,12/5/2024,Tier 3,25-34,Organic,None,Skin Care,Normal,No
CUST00509,4/29/2025,Tier 2,25-34,Marketplace,None,Makeup,Oily,Yes
CUST00510,10/11/2024,Tier 2,25-34,Google Search,None,Makeup,Normal,Yes
CUST00511,6/28/2024,Tier 2,25-34,Referral,Silver,Fragrance,Sensitive,No
CUST00512,5/22/2025,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes
CUST00513,4/28/2024,Tier 2,18-24,Referral,None,Wellness,Normal,Yes
CUST00514,6/27/2025,Tier 1,35-44,Influencer,None,Makeup,Normal,Yes
CUST00515,3/18/2025,Tier 2,25-34,Google Search,None,Fragrance,Sensitive,Yes
CUST00516,8/25/2025,Tier 2,35-44,Marketplace,Platinum,Hair Care,Oily,Yes
CUST00517,4/16/2024,Tier 1,35-44,Marketplace,None,Skin Care,Normal,Yes
CUST00518,9/5/2025,Tier 2,25-34,Instagram,Gold,Skin Care,NA,No
CUST00519,4/23/2024,Tier 1,35-44,Referral,Gold,Baby Care,Sensitive,No
CUST00520,9/20/2024,Tier 1,18-24,Organic,None,Hair Care,Oily,Yes
CUST00521,7/24/2024,Tier 1,25-34,Referral,None,Makeup,Dry,Yes
CUST00522,2/5/2024,Tier 2,18-24,Google Search,None,Fragrance,Dry,Yes
CUST00523,6/4/2024,Tier 3,35-44,Referral,None,Wellness,Combination,Yes
CUST00524,3/12/2024,Tier 1,25-34,Influencer,Silver,Hair Care,Normal,Yes
CUST00525,2/26/2024,Tier 3,25-34,Instagram,None,Wellness,Oily,No
CUST00526,7/21/2025,Tier 1,18-24,Instagram,Silver,Fragrance,NA,Yes
CUST00527,7/13/2024,Tier 1,18-24,Marketplace,Silver,Hair Care,Oily,No
CUST00528,4/5/2025,Tier 1,45+,Google Search,None,Makeup,Combination,Yes
CUST00529,7/3/2025,Tier 2,18-24,Influencer,None,Skin Care,NA,Yes
CUST00530,5/13/2024,Tier 2,18-24,Influencer,Gold,Skin Care,Normal,Yes
CUST00531,5/24/2025,Tier 2,25-34,Instagram,None,Hair Care,NA,Yes
CUST00532,5/20/2024,Tier 3,25-34,Instagram,None,Skin Care,Oily,Yes
CUST00533,7/20/2025,Tier 1,18-24,Marketplace,None,Makeup,NA,Yes
CUST00534,1/7/2024,Tier 3,18-24,Marketplace,Silver,Skin Care,NA,No
CUST00535,10/4/2024,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes
CUST00536,11/4/2024,Tier 1,25-34,Instagram,None,Baby Care,Oily,Yes
CUST00537,4/20/2025,Tier 2,35-44,Google Search,None,Makeup,NA,No
CUST00538,2/14/2024,Tier 1,18-24,Instagram,None,Baby Care,Combination,Yes
CUST00539,1/30/2024,Tier 1,25-34,Organic,Silver,Baby Care,Sensitive,Yes
CUST00540,4/22/2024,Tier 1,25-34,Marketplace,Gold,Hair Care,Dry,Yes
CUST00541,8/9/2024,Tier 2,45+,Google Search,None,Makeup,NA,Yes
CUST00542,8/5/2025,Tier 1,18-24,Organic,None,Skin Care,Sensitive,Yes
CUST00543,6/23/2024,Tier 2,25-34,Instagram,None,Baby Care,Dry,Yes
CUST00544,9/9/2024,Tier 2,25-34,Instagram,Gold,Wellness,Normal,No
CUST00545,5/31/2025,Tier 2,18-24,Referral,Silver,Fragrance,Combination,Yes
CUST00546,2/20/2025,Tier 1,45+,Google Search,Silver,Skin Care,Combination,Yes
CUST00547,8/20/2025,Tier 2,18-24,Organic,Gold,Hair Care,Sensitive,Yes
CUST00548,1/29/2025,Tier 1,35-44,Instagram,None,Skin Care,Normal,Yes
CUST00549,12/9/2024,Tier 1,35-44,Influencer,Silver,Fragrance,Oily,Yes
CUST00550,7/26/2025,Tier 2,35-44,Organic,None,Hair Care,Normal,Yes
CUST00551,8/2/2024,Tier 2,35-44,Google Search,Gold,Hair Care,Combination,Yes
CUST00552,6/23/2025,Tier 2,35-44,Referral,Gold,Fragrance,Combination,Yes
CUST00553,3/8/2024,Tier 3,18-24,Instagram,None,Skin Care,Oily,Yes
CUST00554,7/28/2024,Tier 2,25-34,Google Search,Platinum,Baby Care,Dry,Yes
CUST00555,7/12/2024,Tier 3,18-24,Instagram,Gold,Baby Care,Combination,Yes
CUST00556,6/26/2025,Tier 2,35-44,Google Search,None,Makeup,Dry,No
CUST00557,2/18/2024,Tier 1,18-24,Influencer,Silver,Skin Care,Normal,Yes
CUST00558,6/6/2024,Tier 1,18-24,Influencer,None,Hair Care,Sensitive,Yes
CUST00559,12/18/2024,Tier 2,18-24,Influencer,None,Skin Care,Oily,Yes
CUST00560,11/23/2024,Tier 3,18-24,Referral,None,Baby Care,Sensitive,Yes
CUST00561,8/10/2025,Tier 3,35-44,Marketplace,Gold,Hair Care,Oily,No
CUST00562,11/11/2024,Tier 2,18-24,Instagram,None,Hair Care,Normal,Yes
CUST00563,10/11/2024,Tier 1,18-24,Organic,Silver,Wellness,Normal,Yes
CUST00564,2/27/2024,Tier 1,45+,Instagram,Gold,Hair Care,Sensitive,Yes
CUST00565,7/28/2025,Tier 2,18-24,Referral,Platinum,Fragrance,Sensitive,Yes
CUST00566,2/28/2025,Tier 2,18-24,Instagram,None,Hair Care,Normal,No
CUST00567,3/31/2024,Tier 2,18-24,Google Search,None,Hair Care,Normal,No
CUST00568,7/21/2025,Tier 3,25-34,Google Search,Silver,Hair Care,NA,Yes
CUST00569,4/28/2025,Tier 2,18-24,Google Search,None,Wellness,NA,Yes
CUST00570,3/9/2024,Tier 1,25-34,Referral,None,Skin Care,NA,Yes
CUST00571,8/12/2025,Tier 1,18-24,Marketplace,None,Hair Care,NA,Yes
CUST00572,12/30/2024,Tier 1,18-24,Marketplace,None,Skin Care,NA,Yes
CUST00573,11/19/2024,Tier 2,35-44,Google Search,Silver,Makeup,Oily,Yes
CUST00574,10/15/2024,Tier 2,25-34,Google Search,Gold,Skin Care,Dry,Yes
CUST00575,6/22/2025,Tier 2,35-44,Marketplace,Silver,Hair Care,Oily,Yes
CUST00576,1/6/2025,Tier 2,18-24,Influencer,None,Wellness,Dry,Yes
CUST00577,5/25/2024,Tier 1,35-44,Instagram,Platinum,Hair Care,Oily,Yes
CUST00578,4/20/2024,Tier 2,18-24,Marketplace,None,Wellness,Oily,Yes
CUST00579,9/8/2025,Tier 3,18-24,Instagram,None,Skin Care,NA,No
CUST00580,5/27/2025,Tier 2,35-44,Referral,None,Fragrance,Oily,Yes
CUST00581,7/4/2025,Tier 2,18-24,Influencer,Gold,Fragrance,Combination,Yes
CUST00582,7/4/2024,Tier 3,35-44,Referral,None,Hair Care,Sensitive,Yes
CUST00583,10/22/2024,Tier 1,25-34,Google Search,None,Skin Care,Normal,No
CUST00584,2/21/2025,Tier 3,25-34,Instagram,None,Fragrance,Combination,No
CUST00585,4/17/2024,Tier 2,25-34,Marketplace,None,Hair Care,NA,Yes
CUST00586,3/7/2024,Tier 1,25-34,Instagram,Gold,Hair Care,Dry,No
CUST00587,8/18/2025,Tier 2,25-34,Organic,Gold,Hair Care,NA,Yes
CUST00588,4/10/2025,Tier 1,18-24,Referral,Silver,Skin Care,Oily,No
CUST00589,7/2/2024,Tier 2,25-34,Instagram,Silver,Skin Care,Oily,Yes
CUST00590,10/27/2024,Tier 2,35-44,Google Search,None,Fragrance,Normal,Yes
CUST00591,5/1/2024,Tier 1,25-34,Google Search,None,Skin Care,Normal,Yes
CUST00592,3/17/2025,Tier 2,18-24,Referral,None,Makeup,NA,Yes
CUST00593,6/9/2024,Tier 1,25-34,Referral,Platinum,Baby Care,Sensitive,No
CUST00594,5/11/2024,Tier 1,35-44,Marketplace,None,Fragrance,Sensitive,Yes
CUST00595,2/27/2024,Tier 1,35-44,Marketplace,Silver,Wellness,Oily,No
CUST00596,2/8/2024,Tier 3,25-34,Referral,Gold,Skin Care,NA,Yes
CUST00597,11/26/2024,Tier 3,25-34,Instagram,Silver,Hair Care,Normal,No
CUST00598,3/22/2025,Tier 2,18-24,Influencer,None,Fragrance,Dry,Yes
CUST00599,8/19/2024,Tier 3,25-34,Marketplace,None,Baby Care,Sensitive,Yes
CUST00600,3/19/2024,Tier 1,25-34,Organic,None,Baby Care,Dry,Yes
CUST00601,7/14/2025,Tier 1,18-24,Marketplace,Gold,Baby Care,Dry,Yes
CUST00602,6/29/2025,Tier 3,35-44,Influencer,Gold,Makeup,Oily,Yes
CUST00603,11/3/2024,Tier 1,35-44,Organic,Gold,Baby Care,Combination,Yes
CUST00604,8/29/2024,Tier 1,25-34,Instagram,None,Fragrance,Combination,Yes
CUST00605,7/25/2024,Tier 1,18-24,Google Search,Silver,Baby Care,Dry,Yes
CUST00606,2/26/2024,Tier 1,35-44,Marketplace,Gold,Wellness,Combination,No
CUST00607,5/23/2024,Tier 2,25-34,Referral,None,Makeup,Normal,No
CUST00608,8/31/2024,Tier 2,25-34,Google Search,Gold,Makeup,NA,No
CUST00609,8/7/2024,Tier 2,45+,Google Search,Silver,Hair Care,Sensitive,Yes
CUST00610,9/9/2024,Tier 3,45+,Influencer,None,Makeup,Sensitive,Yes
CUST00611,2/25/2024,Tier 3,35-44,Instagram,None,Hair Care,NA,Yes
CUST00612,3/29/2025,Tier 3,25-34,Google Search,Platinum,Skin Care,Oily,No
CUST00613,6/13/2024,Tier 2,45+,Organic,Silver,Hair Care,Oily,Yes
CUST00614,2/26/2025,Tier 1,45+,Referral,Gold,Skin Care,Dry,Yes
CUST00615,7/14/2025,Tier 2,35-44,Instagram,None,Baby Care,NA,Yes
CUST00616,11/8/2024,Tier 1,25-34,Instagram,None,Wellness,NA,No
CUST00617,11/23/2024,Tier 3,25-34,Instagram,None,Baby Care,Sensitive,No
CUST00618,1/21/2025,Tier 3,45+,Instagram,Gold,Wellness,NA,Yes
CUST00619,9/25/2024,Tier 1,35-44,Google Search,None,Skin Care,Oily,No
CUST00620,6/22/2025,Tier 3,25-34,Referral,Silver,Skin Care,NA,Yes
CUST00621,5/21/2025,Tier 2,25-34,Instagram,None,Fragrance,NA,Yes
CUST00622,10/24/2024,Tier 1,45+,Referral,None,Baby Care,NA,Yes
CUST00623,2/11/2025,Tier 2,35-44,Marketplace,Silver,Skin Care,Oily,Yes
CUST00624,12/28/2024,Tier 3,45+,Influencer,Silver,Makeup,Oily,Yes
CUST00625,1/14/2025,Tier 3,18-24,Instagram,None,Skin Care,Combination,No
CUST00626,6/27/2025,Tier 1,25-34,Google Search,Platinum,Hair Care,Sensitive,No
CUST00627,9/27/2024,Tier 2,25-34,Instagram,Silver,Hair Care,Dry,Yes
CUST00628,7/12/2024,Tier 1,18-24,Instagram,None,Makeup,Combination,Yes
CUST00629,7/28/2025,Tier 2,25-34,Organic,Gold,Skin Care,Oily,Yes
CUST00630,10/6/2024,Tier 2,25-34,Instagram,Platinum,Skin Care,Normal,Yes
